block_data,stim,count,mean,std,min,25%,50%,75%,max,num_missing,adj_mean,stnd_error
1,materials/images/redA6.png,35,0.571428571,0.502096445,0,0.0,1.0,1.0,1,0,0.571428571,0.084869789
2,materials/images/redA6.png,35,0.514285714,0.507092553,0,0.0,1.0,1.0,1,0,0.514285714,0.085714286
3,materials/images/redA6.png,33,0.575757576,0.501890366,0,0.0,1.0,1.0,1,2,0.858585859,0.084834956
4,materials/images/redA6.png,29,0.517241379,0.508547628,0,0.0,1.0,1.0,1,6,0.931034483,0.085960238
5,materials/images/redA6.png,18,0.611111111,0.501631326,0,0.0,1.0,1.0,1,17,0.978395062,0.08479117
6,materials/images/redA6.png,10,0.4,0.516397779,0,0.0,0.0,1.0,1,25,0.976923077,0.087287156
7,materials/images/redA6.png,5,0.6,0.547722558,0,0.0,1.0,1.0,1,30,0.987096774,0.09258201
8,materials/images/redA6.png,2,0.5,0.707106781,0,0.25,0.5,0.75,1,33,0.985294118,0.119522861
