block_data,stim,count,mean,std,min,25%,50%,75%,max,num_missing,adj_mean,stnd_error
1,materials/images/blueB5.png,35,0.514285714,0.507092553,0,0.0,1.0,1.0,1,0,0.514285714,0.085714286
2,materials/images/blueB5.png,35,0.628571429,0.490240894,0,0.0,1.0,1.0,1,0,0.628571429,0.082865835
3,materials/images/blueB5.png,33,0.696969697,0.466693722,0,0.0,1.0,1.0,1,2,0.898989899,0.078885637
4,materials/images/blueB5.png,29,0.862068966,0.350931203,0,1.0,1.0,1.0,1,6,0.980295567,0.0593182
5,materials/images/blueB5.png,18,0.833333333,0.383482494,0,1.0,1.0,1.0,1,17,0.990740741,0.064820372
6,materials/images/blueB5.png,10,0.7,0.483045892,0,0.25,1.0,1.0,1,25,0.988461538,0.081649658
7,materials/images/blueB5.png,5,0.6,0.547722558,0,0.0,1.0,1.0,1,30,0.987096774,0.09258201
8,materials/images/blueB5.png,2,1.0,0.0,1,1.0,1.0,1.0,1,33,1.0,0.0
