block_data,stim,count,mean,std,min,25%,50%,75%,max,num_missing,adj_mean,stnd_error
1,materials/images/blueB4.png,34,0.470588235,0.506640397,0,0.0,0.0,1.0,1,0,0.470588235,0.086888111
2,materials/images/blueB4.png,34,0.441176471,0.503994737,0,0.0,0.0,1.0,1,0,0.441176471,0.086434384
3,materials/images/blueB4.png,33,0.666666667,0.478713554,0,0.0,1.0,1.0,1,1,0.833333333,0.082098697
4,materials/images/blueB4.png,25,0.56,0.506622805,0,0.0,1.0,1.0,1,9,0.956,0.086885094
5,materials/images/blueB4.png,13,0.615384615,0.506369684,0,0.0,1.0,1.0,1,21,0.982517483,0.086841684
6,materials/images/blueB4.png,8,0.75,0.46291005,0,0.75,1.0,1.0,1,26,0.990740741,0.079388419
7,materials/images/blueB4.png,5,0.8,0.447213595,0,1.0,1.0,1.0,1,29,0.993333333,0.076696499
8,materials/images/blueB4.png,1,1.0,,1,1.0,1.0,1.0,1,33,1.0,0.0
