block_data,stim,count,mean,std,min,25%,50%,75%,max,num_missing,adj_mean,stnd_error
1,materials/images/redA2.png,34,0.5,0.507519219,0,0.0,0.5,1.0,1,0,0.5,0.087038828
2,materials/images/redA2.png,34,0.794117647,0.41042563,0,1.0,1.0,1.0,1,0,0.794117647,0.070387415
3,materials/images/redA2.png,33,0.848484848,0.364109541,0,1.0,1.0,1.0,1,1,0.924242424,0.062444271
4,materials/images/redA2.png,25,0.92,0.276887462,0,1.0,1.0,1.0,1,9,0.992,0.047485808
5,materials/images/redA2.png,13,0.846153846,0.375533808,0,1.0,1.0,1.0,1,21,0.993006993,0.064403517
6,materials/images/redA2.png,8,0.875,0.353553391,0,1.0,1.0,1.0,1,26,0.99537037,0.060633906
7,materials/images/redA2.png,5,1.0,0.0,1,1.0,1.0,1.0,1,29,1.0,0.0
8,materials/images/redA2.png,1,0.0,,0,0.0,0.0,0.0,0,33,0.970588235,0.0
