block_data,stim,count,mean,std,min,25%,50%,75%,max,num_missing,adj_mean,stnd_error
1,materials/images/redA1.png,34,0.823529412,0.386952995,0,1.0,1.0,1.0,1,0,0.823529412,0.066361891
2,materials/images/redA1.png,34,0.705882353,0.46249729,0,0.0,1.0,1.0,1,0,0.705882353,0.079317631
3,materials/images/redA1.png,33,0.878787879,0.331433983,0,1.0,1.0,1.0,1,1,0.939393939,0.056840459
4,materials/images/redA1.png,25,0.88,0.331662479,0,1.0,1.0,1.0,1,9,0.988,0.056879646
5,materials/images/redA1.png,13,0.769230769,0.43852901,0,1.0,1.0,1.0,1,21,0.98951049,0.075207105
6,materials/images/redA1.png,8,0.75,0.46291005,0,0.75,1.0,1.0,1,26,0.990740741,0.079388419
7,materials/images/redA1.png,5,1.0,0.0,1,1.0,1.0,1.0,1,29,1.0,0.0
8,materials/images/redA1.png,1,1.0,,1,1.0,1.0,1.0,1,33,1.0,0.0
