block_data,correct_category,count,mean,std,min,25%,50%,75%,max
1,Delta,204.0,0.446078431372549,0.4983068017748346,0.0,0.0,0.0,1.0,1.0
2,Delta,204.0,0.5588235294117647,0.4977492080590812,0.0,0.0,1.0,1.0,1.0
