block_data,correct_category,count,mean,std,min,25%,50%,75%,max
1,Gamma,210.0,0.2904761904761905,0.4550669143758759,0.0,0.0,0.0,1.0,1.0
2,Gamma,210.0,0.4428571428571428,0.4979108782222826,0.0,0.0,0.0,1.0,1.0
