stim,pnum,count,means,std,min,25%,50%,75%,max,distances
materials/images/yGen3.png,11090,1,0,,0,0,0,0,0,0.96
materials/images/yGen4.png,11090,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11090,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11091,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11091,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11091,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11091,1,1,,1,1,1,1,1,0.4
materials/images/blueB5.png,11091,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11091,1,0,,0,0,0,0,0,1.22
materials/images/redA1.png,11091,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11091,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11091,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11091,1,1,,1,1,1,1,1,0.4
materials/images/redA5.png,11091,1,1,,1,1,1,1,1,0.52
materials/images/redA6.png,11091,1,1,,1,1,1,1,1,0.64
materials/images/yGen1.png,11091,1,0,,0,0,0,0,0,0.4
materials/images/yGen2.png,11091,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11091,1,0,,0,0,0,0,0,0.96
materials/images/yGen4.png,11091,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11091,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11092,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11092,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11092,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11092,1,0,,0,0,0,0,0,0.4
materials/images/blueB5.png,11092,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11092,1,1,,1,1,1,1,1,1.22
materials/images/redA1.png,11092,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11092,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11092,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11092,1,1,,1,1,1,1,1,0.4
materials/images/redA5.png,11092,1,1,,1,1,1,1,1,0.52
materials/images/redA6.png,11092,1,1,,1,1,1,1,1,0.64
materials/images/yGen1.png,11092,1,1,,1,1,1,1,1,0.4
materials/images/yGen2.png,11092,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11092,1,1,,1,1,1,1,1,0.96
materials/images/yGen4.png,11092,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11092,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11094,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11094,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11094,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11094,1,0,,0,0,0,0,0,0.4
materials/images/blueB5.png,11094,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11094,1,0,,0,0,0,0,0,1.22
materials/images/redA1.png,11094,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11094,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11094,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11094,1,0,,0,0,0,0,0,0.4
materials/images/redA5.png,11094,1,0,,0,0,0,0,0,0.52
materials/images/redA6.png,11094,1,1,,1,1,1,1,1,0.64
materials/images/yGen1.png,11094,1,0,,0,0,0,0,0,0.4
materials/images/yGen2.png,11094,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11094,1,1,,1,1,1,1,1,0.96
materials/images/yGen4.png,11094,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11094,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11099,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11099,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11099,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11099,1,1,,1,1,1,1,1,0.4
materials/images/blueB5.png,11099,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11099,1,0,,0,0,0,0,0,1.22
materials/images/redA1.png,11099,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11099,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11099,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11099,1,1,,1,1,1,1,1,0.4
materials/images/redA5.png,11099,1,1,,1,1,1,1,1,0.52
materials/images/redA6.png,11099,1,1,,1,1,1,1,1,0.64
materials/images/yGen1.png,11099,1,0,,0,0,0,0,0,0.4
materials/images/yGen2.png,11099,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11099,1,0,,0,0,0,0,0,0.96
materials/images/yGen4.png,11099,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11099,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11100,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11100,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11100,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11100,1,0,,0,0,0,0,0,0.4
materials/images/blueB5.png,11100,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11100,1,0,,0,0,0,0,0,1.22
materials/images/redA1.png,11100,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11100,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11100,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11100,1,1,,1,1,1,1,1,0.4
materials/images/redA5.png,11100,1,1,,1,1,1,1,1,0.52
materials/images/redA6.png,11100,1,0,,0,0,0,0,0,0.64
materials/images/yGen1.png,11100,1,1,,1,1,1,1,1,0.4
materials/images/yGen2.png,11100,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11100,1,0,,0,0,0,0,0,0.96
materials/images/yGen4.png,11100,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11100,1,0,,0,0,0,0,0,1.4
materials/images/blueB1.png,11104,1,0,,0,0,0,0,0,1.02
materials/images/blueB2.png,11104,1,0,,0,0,0,0,0,0.86
materials/images/blueB3.png,11104,1,0,,0,0,0,0,0,1.12
materials/images/blueB4.png,11104,1,1,,1,1,1,1,1,0.4
materials/images/blueB5.png,11104,1,0,,0,0,0,0,0,0.66
materials/images/blueB6.png,11104,1,0,,0,0,0,0,0,1.22
materials/images/redA1.png,11104,1,1,,1,1,1,1,1,0.04
materials/images/redA2.png,11104,1,1,,1,1,1,1,1,0.16
materials/images/redA3.png,11104,1,1,,1,1,1,1,1,0.28
materials/images/redA4.png,11104,1,1,,1,1,1,1,1,0.4
materials/images/redA5.png,11104,1,1,,1,1,1,1,1,0.52
materials/images/redA6.png,11104,1,1,,1,1,1,1,1,0.64
materials/images/yGen1.png,11104,1,1,,1,1,1,1,1,0.4
materials/images/yGen2.png,11104,1,1,,1,1,1,1,1,0.4
materials/images/yGen3.png,11104,1,0,,0,0,0,0,0,0.96
materials/images/yGen4.png,11104,1,0,,0,0,0,0,0,1.2
materials/images/yGen5.png,11104,1,0,,0,0,0,0,0,1.4
