pnum,phase_id,condition,block_data,trial_num,stim,correct_category,response,hit,rt,criterian,met_criterian,num_correct_in_block
11024,training_phase_1,1,1,1,materials/images/blueB5.png,Beta,Alpha,False,7.424937499999942,11,False,0
11024,training_phase_1,1,1,2,materials/images/blueB4.png,Beta,Beta,True,1.2900700999998662,11,False,1
11024,training_phase_1,1,1,3,materials/images/blueB6.png,Beta,Beta,True,0.7607375000006869,11,False,2
11024,training_phase_1,1,1,4,materials/images/redA4.png,Alpha,Beta,False,0.5276999000016076,11,False,2
11024,training_phase_1,1,1,5,materials/images/blueB3.png,Beta,Alpha,False,0.21903580000071088,11,False,2
11024,training_phase_1,1,1,6,materials/images/blueB2.png,Beta,Alpha,False,1.1886520000007295,11,False,2
11024,training_phase_1,1,1,7,materials/images/redA3.png,Alpha,Alpha,True,0.23453560000052676,11,False,3
11024,training_phase_1,1,1,8,materials/images/redA1.png,Alpha,Alpha,True,0.8008790999992925,11,False,4
11024,training_phase_1,1,1,9,materials/images/redA6.png,Alpha,Beta,False,0.2211840999989363,11,False,4
11024,training_phase_1,1,1,10,materials/images/blueB1.png,Beta,Alpha,False,0.6045221999993373,11,False,4
11024,training_phase_1,1,1,11,materials/images/redA2.png,Alpha,Beta,False,1.4754217000008794,11,False,4
11024,training_phase_1,1,1,12,materials/images/redA5.png,Alpha,Beta,False,0.019154799996613292,11,False,4
11024,training_phase_1,1,2,13,materials/images/blueB4.png,Beta,Beta,True,0.23751569999876665,11,False,1
11024,training_phase_1,1,2,14,materials/images/blueB6.png,Beta,Beta,True,0.6580578999964928,11,False,2
11024,training_phase_1,1,2,15,materials/images/redA3.png,Alpha,Alpha,True,0.24029180000070482,11,False,3
11024,training_phase_1,1,2,16,materials/images/blueB5.png,Beta,Beta,True,0.2116671999974642,11,False,4
11024,training_phase_1,1,2,17,materials/images/redA5.png,Alpha,Beta,False,0.8780439999973169,11,False,4
11024,training_phase_1,1,2,18,materials/images/redA4.png,Alpha,Alpha,True,0.9142286000023887,11,False,5
11024,training_phase_1,1,2,19,materials/images/redA1.png,Alpha,Alpha,True,0.3378765999987081,11,False,6
11024,training_phase_1,1,2,20,materials/images/blueB1.png,Beta,Alpha,False,0.5707284999989497,11,False,6
11024,training_phase_1,1,2,21,materials/images/blueB2.png,Beta,Alpha,False,0.019716900002094917,11,False,6
11024,training_phase_1,1,2,22,materials/images/redA2.png,Alpha,Alpha,True,0.023893400000815745,11,False,7
11024,training_phase_1,1,2,23,materials/images/blueB3.png,Beta,Beta,True,0.8688713000010466,11,False,8
11024,training_phase_1,1,2,24,materials/images/redA6.png,Alpha,Beta,False,0.291095900000073,11,False,8
11024,training_phase_1,1,3,25,materials/images/blueB3.png,Beta,Alpha,False,0.48180089999732445,11,False,0
11024,training_phase_1,1,3,26,materials/images/redA2.png,Alpha,Alpha,True,0.06876270000066143,11,False,1
11024,training_phase_1,1,3,27,materials/images/blueB2.png,Beta,Beta,True,1.137306399999943,11,False,2
11024,training_phase_1,1,3,28,materials/images/blueB5.png,Beta,Beta,True,0.17926989999978105,11,False,3
11024,training_phase_1,1,3,29,materials/images/redA3.png,Alpha,Alpha,True,0.238094699998328,11,False,4
11024,training_phase_1,1,3,30,materials/images/redA1.png,Alpha,Alpha,True,0.2208357999988948,11,False,5
11024,training_phase_1,1,3,31,materials/images/redA6.png,Alpha,Beta,False,0.023944500000652624,11,False,5
11024,training_phase_1,1,3,32,materials/images/blueB1.png,Beta,Alpha,False,0.033646699997916585,11,False,5
11024,training_phase_1,1,3,33,materials/images/blueB6.png,Beta,Beta,True,0.10832999999911408,11,False,6
11024,training_phase_1,1,3,34,materials/images/redA4.png,Alpha,Alpha,True,2.439362200002506,11,False,7
