pnum,phase_id,condition,block_data,trial_num,stim,correct_category,response,hit,rt,criterian,met_criterian,num_correct_in_block
11007,training_phase_1,2,1,1,materials/images/redA3.png,Alpha,Alpha,True,1.6903755003586411,11,False,1
11007,training_phase_1,2,1,2,materials/images/blueB2.png,Beta,Beta,True,0.6078850999474525,11,False,2
11007,training_phase_1,2,1,3,materials/images/blueB4.png,Beta,Alpha,False,1.7981769004836679,11,False,2
11007,training_phase_1,2,1,4,materials/images/blueB1.png,Beta,Alpha,False,0.2648726999759674,11,False,2
11007,training_phase_1,2,1,5,materials/images/blueB6.png,Beta,Beta,True,0.30593670066446066,11,False,3
11007,training_phase_1,2,1,6,materials/images/redA5.png,Alpha,Alpha,True,0.34495609998703003,11,False,4
11007,training_phase_1,2,1,7,materials/images/redA1.png,Alpha,Alpha,True,0.9305614996701479,11,False,5
11007,training_phase_1,2,1,8,materials/images/redA6.png,Alpha,Beta,False,0.12210000026971102,11,False,5
11007,training_phase_1,2,1,9,materials/images/blueB3.png,Beta,Alpha,False,0.5593301001936197,11,False,5
11007,training_phase_1,2,1,10,materials/images/redA2.png,Alpha,Alpha,True,0.019197000190615654,11,False,6
11007,training_phase_1,2,1,11,materials/images/redA4.png,Alpha,Alpha,True,1.3410059995949268,11,False,7
11007,training_phase_1,2,1,12,materials/images/blueB5.png,Beta,Beta,True,0.20697439927607775,11,False,8
11007,training_phase_1,2,2,13,materials/images/redA2.png,Alpha,Alpha,True,0.3731839004904032,11,False,1
11007,training_phase_1,2,2,14,materials/images/redA5.png,Alpha,Beta,False,0.6750900996848941,11,False,1
11007,training_phase_1,2,2,15,materials/images/blueB1.png,Beta,Alpha,False,0.8170397002249956,11,False,1
11007,training_phase_1,2,2,16,materials/images/blueB4.png,Beta,Alpha,False,0.2555294996127486,11,False,1
11007,training_phase_1,2,2,17,materials/images/redA4.png,Alpha,Alpha,True,0.2293707001954317,11,False,2
11007,training_phase_1,2,2,18,materials/images/blueB5.png,Beta,Beta,True,0.08738039992749691,11,False,3
11007,training_phase_1,2,2,19,materials/images/redA3.png,Alpha,Alpha,True,0.16051959991455078,11,False,4
11007,training_phase_1,2,2,20,materials/images/blueB2.png,Beta,Beta,True,2.5477959997951984,11,False,5
11007,training_phase_1,2,2,21,materials/images/redA1.png,Alpha,Alpha,True,0.4540048995986581,11,False,6
11007,training_phase_1,2,2,22,materials/images/redA6.png,Alpha,Beta,False,0.23300119955092669,11,False,6
11007,training_phase_1,2,2,23,materials/images/blueB3.png,Beta,Beta,True,0.1647313004359603,11,False,7
11007,training_phase_1,2,2,24,materials/images/blueB6.png,Beta,Beta,True,0.09134149923920631,11,False,8
11007,training_phase_1,2,3,25,materials/images/redA2.png,Alpha,Alpha,True,0.1758648995310068,11,False,1
11007,training_phase_1,2,3,26,materials/images/blueB5.png,Beta,Alpha,False,0.023685500025749207,11,False,1
11007,training_phase_1,2,3,27,materials/images/redA6.png,Alpha,Alpha,True,0.5580214997753501,11,False,2
11007,training_phase_1,2,3,28,materials/images/redA4.png,Alpha,Alpha,True,0.5565252993255854,11,False,3
11007,training_phase_1,2,3,29,materials/images/blueB4.png,Beta,Beta,True,0.019083399325609207,11,False,4
11007,training_phase_1,2,3,30,materials/images/redA3.png,Alpha,Alpha,True,0.35949269961565733,11,False,5
11007,training_phase_1,2,3,31,materials/images/redA5.png,Alpha,Alpha,True,0.6582367001101375,11,False,6
11007,training_phase_1,2,3,32,materials/images/redA1.png,Alpha,Alpha,True,0.019030599854886532,11,False,7
11007,training_phase_1,2,3,33,materials/images/blueB6.png,Beta,Beta,True,0.01956159994006157,11,False,8
11007,training_phase_1,2,3,34,materials/images/blueB1.png,Beta,Beta,True,0.06121950037777424,11,False,9
11007,training_phase_1,2,3,35,materials/images/blueB3.png,Beta,Beta,True,0.01884370017796755,11,False,10
11007,training_phase_1,2,3,36,materials/images/blueB2.png,Beta,Beta,True,0.9011264005675912,11,True,11
pnum,phase_id,condition,block_data,trial_num,stim,correct_category,response,hit,rt,criterian,met_criterian,num_correct_in_block
11007,test_phase,2,1,1,materials/images/yGen2.png,test,Beta,gen,0.7376506002619863,1,True,1
11007,test_phase,2,1,2,materials/images/redA6.png,Alpha,Beta,gen,0.786243999376893,1,True,2
11007,test_phase,2,1,3,materials/images/redA4.png,Alpha,Alpha,gen,0.024089300073683262,1,True,3
11007,test_phase,2,1,4,materials/images/blueB6.png,Beta,Beta,gen,1.1711667003110051,1,True,4
11007,test_phase,2,1,5,materials/images/yGen1.png,test,Alpha,gen,0.4940181002020836,1,True,5
11007,test_phase,2,1,6,materials/images/blueB5.png,Beta,Beta,gen,0.2686638003215194,1,True,6
11007,test_phase,2,1,7,materials/images/blueB4.png,Beta,Beta,gen,0.21075000055134296,1,True,7
11007,test_phase,2,1,8,materials/images/redA5.png,Alpha,Alpha,gen,0.22703230008482933,1,True,8
11007,test_phase,2,1,9,materials/images/redA1.png,Alpha,Alpha,gen,0.02384909987449646,1,True,9
11007,test_phase,2,1,10,materials/images/blueB2.png,Beta,Beta,gen,0.01892110053449869,1,True,10
11007,test_phase,2,1,11,materials/images/redA2.png,Alpha,Alpha,gen,0.4415816003456712,1,True,11
11007,test_phase,2,1,12,materials/images/blueB3.png,Beta,Beta,gen,0.02431229967623949,1,True,12
11007,test_phase,2,1,13,materials/images/yGen5.png,test,Beta,gen,0.8413541996851563,1,True,13
11007,test_phase,2,1,14,materials/images/redA3.png,Alpha,Alpha,gen,0.4181367000564933,1,True,14
11007,test_phase,2,1,15,materials/images/yGen4.png,test,Beta,gen,0.023581999354064465,1,True,15
11007,test_phase,2,1,16,materials/images/blueB1.png,Beta,Beta,gen,0.22053700033575296,1,True,16
11007,test_phase,2,1,17,materials/images/yGen3.png,test,Beta,gen,0.27266940008848906,1,True,17
pnum,phase_id,condition,block_data,trial_num,stim,correct_category,response,hit,rt,criterian,met_criterian,num_correct_in_block
11007,training_phase_2,2,1,1,materials/images/blueB3.png,Beta,Beta,True,0.4913062993437052,30,False,1
11007,training_phase_2,2,1,2,materials/images/blueB1.png,Beta,Beta,True,0.023871099576354027,30,False,2
11007,training_phase_2,2,1,3,materials/images/redA5.png,Alpha,Beta,False,0.5589719992130995,30,False,2
11007,training_phase_2,2,1,4,materials/images/blackG3.png,Gamma,Beta,False,0.4196414006873965,30,False,2
11007,training_phase_2,2,1,5,materials/images/redA3.png,Alpha,Alpha,True,0.2836576998233795,30,False,3
11007,training_phase_2,2,1,6,materials/images/blackG1.png,Gamma,Gamma,True,0.2542020007967949,30,False,4
11007,training_phase_2,2,1,7,materials/images/redA1.png,Alpha,Alpha,True,0.018375600688159466,30,False,5
11007,training_phase_2,2,1,8,materials/images/redA2.png,Alpha,Alpha,True,0.023097599856555462,30,False,6
11007,training_phase_2,2,1,9,materials/images/redA6.png,Alpha,Gamma,False,0.13209430035203695,30,False,6
11007,training_phase_2,2,1,10,materials/images/blackG4.png,Gamma,Gamma,True,0.3543573999777436,30,False,7
11007,training_phase_2,2,1,11,materials/images/greenD1.png,Delta,Gamma,False,0.26584559958428144,30,False,7
11007,training_phase_2,2,1,12,materials/images/redA4.png,Alpha,Gamma,False,0.5903511997312307,30,False,7
11007,training_phase_2,2,1,13,materials/images/blueB5.png,Beta,Gamma,False,0.787240999750793,30,False,7
