pnum,phase_id,condition,block_data,trial_num,stim,correct_category,response,hit,rt,criterian,met_criterian,num_correct_in_block
11034,training_phase_1,1,1,1,materials/images/redA4.png,Alpha,Alpha,True,1.385067600000184,11,False,1
11034,training_phase_1,1,1,2,materials/images/blueB5.png,Beta,Alpha,False,2.0583633000205737,11,False,1
11034,training_phase_1,1,1,3,materials/images/redA1.png,Alpha,Alpha,True,0.7100162999995518,11,False,2
11034,training_phase_1,1,1,4,materials/images/blueB1.png,Beta,Alpha,False,0.5850255999830551,11,False,2
11034,training_phase_1,1,1,5,materials/images/redA5.png,Alpha,Beta,False,0.583867100009229,11,False,2
11034,training_phase_1,1,1,6,materials/images/blueB4.png,Beta,Beta,True,1.1000187000026926,11,False,3
11034,training_phase_1,1,1,7,materials/images/redA3.png,Alpha,Alpha,True,3.081958399998257,11,False,4
11034,training_phase_1,1,1,8,materials/images/blueB3.png,Beta,Beta,True,5.442801299999701,11,False,5
11034,training_phase_1,1,1,9,materials/images/blueB2.png,Beta,Alpha,False,8.249615199980326,11,False,5
11034,training_phase_1,1,1,10,materials/images/redA6.png,Alpha,Alpha,True,2.024976999993669,11,False,6
11034,training_phase_1,1,1,11,materials/images/blueB6.png,Beta,Alpha,False,1.8851275999913923,11,False,6
11034,training_phase_1,1,1,12,materials/images/redA2.png,Alpha,Alpha,True,1.22495329999947,11,False,7
11034,training_phase_1,1,2,13,materials/images/redA4.png,Alpha,Alpha,True,30.036623699998017,11,False,1
11034,training_phase_1,1,2,14,materials/images/blueB5.png,Beta,Alpha,False,2.6786523000046145,11,False,1
11034,training_phase_1,1,2,15,materials/images/blueB3.png,Beta,Beta,True,9.92786920000799,11,False,2
11034,training_phase_1,1,2,16,materials/images/redA6.png,Alpha,Beta,False,18.164728500007186,11,False,2
11034,training_phase_1,1,2,17,materials/images/blueB1.png,Beta,Beta,True,3.3780910999921616,11,False,3
11034,training_phase_1,1,2,18,materials/images/redA1.png,Alpha,Alpha,True,0.34223819998442195,11,False,4
11034,training_phase_1,1,2,19,materials/images/blueB6.png,Beta,Beta,True,1.3842225999978837,11,False,5
11034,training_phase_1,1,2,20,materials/images/redA2.png,Alpha,Alpha,True,0.05933530000038445,11,False,6
11034,training_phase_1,1,2,21,materials/images/blueB4.png,Beta,Beta,True,1.7042369000264443,11,False,7
11034,training_phase_1,1,2,22,materials/images/redA3.png,Alpha,Beta,False,4.092501100007212,11,False,7
11034,training_phase_1,1,2,23,materials/images/redA5.png,Alpha,Alpha,True,4.516246499988483,11,False,8
11034,training_phase_1,1,2,24,materials/images/blueB2.png,Beta,Beta,True,0.9412339999980759,11,False,9
11034,training_phase_1,1,3,25,materials/images/redA1.png,Alpha,Alpha,True,0.2258204000245314,11,False,1
11034,training_phase_1,1,3,26,materials/images/blueB6.png,Beta,Alpha,False,4.193161800008966,11,False,1
11034,training_phase_1,1,3,27,materials/images/blueB1.png,Beta,Beta,True,1.826945299981162,11,False,2
11034,training_phase_1,1,3,28,materials/images/redA3.png,Alpha,Alpha,True,6.250586999987718,11,False,3
11034,training_phase_1,1,3,29,materials/images/blueB4.png,Beta,Beta,True,7.204692800005432,11,False,4
11034,training_phase_1,1,3,30,materials/images/redA2.png,Alpha,Alpha,True,0.3710562000051141,11,False,5
11034,training_phase_1,1,3,31,materials/images/redA4.png,Alpha,Alpha,True,3.418225400004303,11,False,6
11034,training_phase_1,1,3,32,materials/images/blueB2.png,Beta,Alpha,False,16.506913699995494,11,False,6
11034,training_phase_1,1,3,33,materials/images/blueB5.png,Beta,Alpha,False,3.6371902000100818,11,False,6
11034,training_phase_1,1,3,34,materials/images/redA5.png,Alpha,Alpha,True,4.532524900016142,11,False,7
11034,training_phase_1,1,3,35,materials/images/blueB3.png,Beta,Beta,True,8.245846000005258,11,False,8
11034,training_phase_1,1,3,36,materials/images/redA6.png,Alpha,Alpha,True,3.247256800008472,11,False,9
11034,training_phase_1,1,4,37,materials/images/redA3.png,Alpha,Alpha,True,1.9492732999788132,11,False,1
11034,training_phase_1,1,4,38,materials/images/blueB2.png,Beta,Alpha,False,5.055743300006725,11,False,1
11034,training_phase_1,1,4,39,materials/images/redA6.png,Alpha,Alpha,True,16.35369799999171,11,False,2
11034,training_phase_1,1,4,40,materials/images/blueB6.png,Beta,Beta,True,5.186011399986455,11,False,3
11034,training_phase_1,1,4,41,materials/images/redA5.png,Alpha,Alpha,True,2.581599600001937,11,False,4
11034,training_phase_1,1,4,42,materials/images/redA1.png,Alpha,Alpha,True,0.13196220001555048,11,False,5
11034,training_phase_1,1,4,43,materials/images/redA2.png,Alpha,Alpha,True,0.7516271000204142,11,False,6
11034,training_phase_1,1,4,44,materials/images/redA4.png,Alpha,Alpha,True,1.920888399996329,11,False,7
